"genes","logFC","logCPM","PValue","FDR"
"PAN3",0.611868306,5.114722186,0.001762489,0.055710729
"HECW1",1.128516199,1.446925903,0.00176798,0.055710729
"CD86",1.213391776,0.04655079,0.001768,0.055710729
"RTN4IP1",-0.785659532,3.204710969,0.00178022,0.055964109
"CISH",1.622488017,4.260306162,0.001821314,0.057080362
"MRPL41",-0.93999608,3.802012707,0.001824253,0.057080362
"SARS",-0.775368845,6.574900625,0.001847747,0.057522428
"NUS1",-0.720823965,5.559799524,0.001848601,0.057522428
"CARNS1",-1.251748208,0.989283061,0.001852545,0.057522428
"PRELID3B",-0.592322296,4.714850298,0.001855562,0.057522428
"TMEM41B",0.794386016,7.464290631,0.001864337,0.05759024
"LOC107057459",-1.515724885,0.626772773,0.001867752,0.05759024
"SLC47A1",-0.91537182,3.009828056,0.001873088,0.05759024
"LOC107053443",1.283938334,2.263649132,0.001874951,0.05759024
"PPP1CA",-0.736978951,6.001150033,0.001890576,0.057937281
"CFAP73",1.329491544,0.180287087,0.00190633,0.058119472
"E2F3",-0.883379679,2.342140282,0.001908286,0.058119472
"TSTA3",-0.690130346,4.501380769,0.001909541,0.058119472
"SNX10",-0.799082417,3.15577193,0.001916159,0.058125311
"KRT18",-0.714388586,7.151170976,0.001918413,0.058125311
"RFFL",0.604184332,5.50307641,0.001936632,0.058544877
"TSSC4",-0.568355899,5.354259666,0.001943043,0.058606372
"CENPK",-1.559439629,-0.372080565,0.001953621,0.058793031
"HIST1H101",0.850976811,4.491567961,0.001966434,0.059045929
"TBL2",-0.738266909,5.57929238,0.00199257,0.059465858
"LOC101748063",1.756826161,0.563081276,0.00199273,0.059465858
"PELI2",0.769860299,2.791817704,0.001999001,0.059465858
"PTGES2",-0.598604033,5.427936399,0.002004742,0.059465858
"TRPC4AP",0.743178865,6.434586899,0.002007803,0.059465858
"PSEN1",0.633099416,6.535198274,0.002008768,0.059465858
"KLB",0.68887902,4.942343471,0.002011502,0.059465858
"CACNA2D1",1.077441619,1.66013468,0.002032718,0.059875395
"PTPN5",1.083631531,1.22950795,0.002037761,0.059875395
"FARSA",-0.828005666,5.108953355,0.002042675,0.059875395
"AIFM1",-0.564553619,5.594384198,0.002043239,0.059875395
"SLC25A10",-0.537988183,5.079677691,0.002049714,0.059934005
"DNAJC17",-0.894858157,2.170191003,0.002071408,0.060373174
"GRSF1",-0.588629623,5.820194649,0.00207375,0.060373174
"NPM3",-1.36544055,1.691364064,0.00209385,0.060826115
"SLC16A12",0.644393979,4.821043926,0.00212461,0.061529589
"WDR4",-0.653210289,3.847780014,0.002127255,0.061529589
"CD38",1.265809895,2.167295775,0.002141476,0.061807421
"LOC415662",-1.062228423,5.650191489,0.002157988,0.06215005
"KYAT3",0.586560127,4.907740192,0.002167988,0.062160203
"NHP2",-0.936868813,3.349066095,0.002170263,0.062160203
"PHKG1",-0.776553459,5.56015104,0.002174296,0.062160203
"USP14",-0.652002026,5.261006107,0.002176907,0.062160203
"POLR2I",-0.869760144,3.540008212,0.002181625,0.062162374
"PIKFYVE",0.729908184,5.266218318,0.002203065,0.062435695
"COG8",-0.770608352,3.490942009,0.002209661,0.062435695
"PPDPF",-0.755778359,8.880971675,0.002210524,0.062435695
"TXNDC11",-0.778997895,5.61086014,0.002212123,0.062435695
"GPR27",-1.314935373,1.785062134,0.002214528,0.062435695
"NARF",0.596890381,4.685996804,0.002221932,0.062512843
"SLCO1B3",0.702200921,8.639774599,0.002240084,0.062891401
"DNAJB9",-0.746066044,5.215109829,0.002255874,0.06317403
"MSMB",-1.398275184,1.977534959,0.002259585,0.06317403
"CADPS2",1.115122901,0.691430189,0.00226894,0.063254172
"MMAB",-0.867714034,4.054944509,0.002271898,0.063254172
"CTSV",0.683312361,7.693494722,0.00229169,0.063672848
"VPS13D",0.745753689,6.164177843,0.002317288,0.06416122
"SLC20A2",0.911440507,5.086054355,0.002321827,0.06416122
"RRP8",-0.880473169,2.221132789,0.00232364,0.06416122
"KIAA0430",0.534053482,5.060051624,0.002336802,0.064188506
"EIF2S3",0.490136167,6.954170166,0.002338132,0.064188506
"TNFRSF8",1.321890801,-0.266443501,0.002342777,0.064188506
"ARL10",-0.940255613,1.869163763,0.002345461,0.064188506
"LAMB3",-1.173758845,3.607638063,0.002348594,0.064188506
"MED24",-0.767319704,4.304092316,0.002369458,0.064626852
"NCALD",1.456989617,1.76070634,0.002377152,0.064704912
"UTP6",-0.546384245,4.157747575,0.002392014,0.064977386
"GTF2F2",-0.627240228,3.752823648,0.002402719,0.06513605
"CPEB3",0.583833052,4.851537558,0.002408126,0.065150765
"MEMO1",-0.634219249,4.886473159,0.002440346,0.065889355
"LOC107053945",1.703207513,-1.323230364,0.002450244,0.066023479
"PEMT",-0.588426499,9.760523205,0.002463253,0.066126166
"LOC112531294",-1.320119468,0.344055928,0.002466659,0.066126166
"TBXAS1",0.693949992,3.780446966,0.002468868,0.066126166
"MHCIY",-1.19856819,5.177722786,0.002485131,0.066428886
"DNTTIP1",-0.861337172,4.019460597,0.002492536,0.066433278
"PTRHD1",-1.103540814,2.077062478,0.002495216,0.066433278
"SNRPD1",-0.903304804,3.895713055,0.002509603,0.066602076
"CNPY2",-0.829710886,6.644365833,0.002511503,0.066602076
"LOC101748581",1.190812244,0.613278658,0.002531736,0.067005953
"AATK",1.206533909,1.29479882,0.002540961,0.067117458
"SLC38A4",0.559785184,9.176862361,0.002585144,0.068046564
"VPS4A",-0.574012447,5.306600815,0.002591371,0.068046564
"MBL2",0.811498175,7.819616269,0.002592165,0.068046564
"GALNT11",0.78091551,5.389167433,0.00259646,0.068046564
"RB1CC1",0.733405182,4.661711399,0.002606144,0.068109941
"CEPT1",0.676698848,7.069366588,0.00260905,0.068109941
"VPS16",-0.59701928,5.715359471,0.002628751,0.068490739
"LRRC39",-0.920849815,2.991818491,0.00266101,0.068805401
"ZCCHC6",0.617247377,4.479920806,0.002661819,0.068805401
"S100A10",-1.287351154,4.76969365,0.002665058,0.068805401
"LOC112533096",-0.643344313,4.00731021,0.002666839,0.068805401
"ADAMTS1",-0.897631853,3.373969288,0.002667819,0.068805401
"RPF2",-0.576038083,3.838137163,0.002671655,0.068805401
"GINS4",-0.763818544,5.666645807,0.00268807,0.069035154
"SLC16A5",1.098124706,5.497281882,0.002690886,0.069035154
"LOC107054673",1.476357716,1.056226689,0.002718463,0.06952575
"EIF2S2",-0.525191642,5.645611349,0.002720392,0.06952575
"ILF2",-0.720362823,5.423822603,0.002731217,0.069597316
"CCDC137",-1.153256993,1.220739263,0.002733586,0.069597316
"NOP16",-0.716951312,2.777442836,0.002758574,0.070019627
"C5H11orf49",0.976066975,0.910748245,0.00276063,0.070019627
"PSMC3IP",-0.834133185,3.09051345,0.002793957,0.070532764
"FFAR4",0.78909675,6.001322528,0.002809387,0.070532764
"C19orf70",-0.964348896,4.953140618,0.002813577,0.070532764
"COQ9",-0.642755842,5.433874534,0.002818339,0.070532764
"MPC1",-0.889601745,7.651146737,0.002819907,0.070532764
"LOC107053670",-0.989586249,5.68016264,0.002822606,0.070532764
"TOE1",-0.943727106,3.62027005,0.002827419,0.070532764
"ERR2984230.28023",-1.32630956,8.235330831,0.002831949,0.070532764
"USP36",-0.520291111,6.578461768,0.002834561,0.070532764
"N4BP2L1",0.572913087,6.921961612,0.00283711,0.070532764
"MRPL40",-0.693690692,4.986478703,0.002839798,0.070532764
"LOC107055568",-1.33589747,2.343848636,0.002844063,0.070532764
"DNAH11",1.0219395,3.899473345,0.002857913,0.070745236
"COPZ1",-0.750486353,5.523940944,0.002877153,0.070791417
"TMEM98",-0.623005592,6.769718224,0.002886934,0.070791417
"ARL16",-1.125682168,1.409611855,0.002889251,0.070791417
"PDE12",-0.73440623,3.454432794,0.002889948,0.070791417
"RAPGEF4",0.742689287,4.705185292,0.002892286,0.070791417
"KIAA1524",1.211760065,-0.458841624,0.002893672,0.070791417
"PSMA5",-0.640637226,5.111342864,0.002896781,0.070791417
"NDUFB10",-0.629101602,6.7661468,0.002922174,0.07126913
"PDIK1L",0.635334042,4.386155101,0.002926973,0.07126913
"WHSC1L1",0.852202699,5.260755154,0.00293638,0.07136842
"MRPL46",-0.607099209,4.19081076,0.002963738,0.071695024
"NASP",-0.775895906,3.169180442,0.00296542,0.071695024
"IL17RA",0.552479003,3.863462199,0.002965878,0.071695024
"FNIP1",1.204058377,2.278241493,0.003025248,0.072881027
"LOC112531007",-1.174626308,0.743098132,0.003025825,0.072881027
"RBM47",0.932403775,5.220851787,0.003035654,0.072981586
"TPMT",-0.779003092,3.025160851,0.003040899,0.072981586
"FBXL3",0.544349395,4.304918354,0.00309669,0.074145266
"UGT8",0.936477921,4.171561125,0.003103703,0.074145266
"ZNF628",-0.745591834,4.112103852,0.003108,0.074145266
"LPIN2",0.621360176,6.071972063,0.003111532,0.074145266
"UAP1",-0.830375309,4.279150442,0.003119452,0.074201958
"LOC101751892",1.717311392,3.396442401,0.003129638,0.074312255
"SLC23A2",0.841859849,2.937316177,0.003139302,0.074409801
"ARFGEF2",0.592345156,7.168638318,0.003145898,0.0744344
"LOC107054010",1.536258918,-0.931403973,0.003163565,0.074599385
"FBXO8",0.721944214,5.434123198,0.003164012,0.074599385
"LOC107055064",1.027112773,1.993593496,0.003185666,0.074881616
"FOXK1",0.681736632,3.859864701,0.003189282,0.074881616
"FAM162A",-0.63179077,4.537396093,0.003196708,0.074881616
"GRAMD1B",-0.897385054,3.361347878,0.003198349,0.074881616
"MRPL19",-0.571501041,3.95976414,0.003209124,0.075002779
"LOC101749926",1.401086707,2.386589162,0.003216737,0.075049715
"PPTC7",0.715550422,4.195932554,0.003222572,0.075055097
"KLF15",-0.779335309,6.320903905,0.003243586,0.075350059
"FAHD1",-0.777954522,3.805994187,0.003247745,0.075350059
"RBM19",-0.573306079,4.144361325,0.003256506,0.075350059
"FOXI1",1.699924349,-0.574686501,0.003271474,0.075350059
"ARHGEF38",1.259434741,1.451199116,0.00327169,0.075350059
"ORC4",-0.690262726,2.623854451,0.003271875,0.075350059
"LOC112531361",-1.110087463,2.538959134,0.003277899,0.075350059
"MORN4",-0.565918434,4.122613426,0.003286464,0.075350059
"MRPL23",-0.796575587,4.811857287,0.003289959,0.075350059
"CDCP2",0.878186083,2.460850581,0.003291501,0.075350059
"SEC61G",-0.859025732,6.223036862,0.003301773,0.075456228
"SELENOP1",0.613923493,9.962584285,0.003325778,0.075746
"LECT2",1.325026475,2.082815118,0.003334752,0.075746
"MAFG",0.681033572,2.946479398,0.003336333,0.075746
"PHLDB2",0.682369213,7.201550782,0.003337077,0.075746
"CA5A",0.617999985,7.147258298,0.003347729,0.075859193
"PRELID1",-0.604609422,6.597586707,0.00336208,0.075951265
"TMPRSS13",1.831021394,0.004069996,0.003363135,0.075951265
"LOC112531610",-1.91670163,1.49514157,0.003370344,0.07598593
"CDC42BPB",0.520982695,7.002877621,0.003413572,0.076831193
"RORA",0.933920635,2.789343688,0.003423646,0.076928627
"LOC770352",1.534877799,3.054485825,0.003436498,0.07708808
"ELOVL5",-0.652825258,9.06530654,0.003471645,0.077697704
"KLHL24",0.766021515,3.292841404,0.003475278,0.077697704
"SIRT5",-0.784076892,3.822383094,0.003482452,0.07772833
"HPS3",0.666818975,4.924848713,0.003495168,0.077787458
"MARCH1",1.012433889,2.141678265,0.003496718,0.077787458
"HYOU1",-0.95580804,8.346429011,0.003514027,0.078042866
"SMOX",-0.829177796,3.000368151,0.003540345,0.078270747
"BNIP3",0.705740536,5.662900791,0.003542017,0.078270747
"LOC101749704",1.652905766,-0.287162359,0.003543892,0.078270747
"MTO1",-0.495254166,5.547924424,0.003551544,0.078270747
"SLC26A5",0.783857189,6.923700999,0.003553511,0.078270747
"BET1",-0.521113104,4.589105638,0.003574005,0.078592904
"RASA4",-0.695827981,4.851916019,0.003599945,0.078839852
"KMO",0.553807634,7.180252663,0.003612641,0.078839852
"SDHAF2",-0.907368299,4.15796354,0.003616182,0.078839852
"LOC112533223",1.366866535,1.426997728,0.003619592,0.078839852
"MAP3K7CL",-0.93258922,5.661818341,0.003622044,0.078839852
"GNAT2",-0.683686254,4.160339912,0.003624964,0.078839852
"THAP7",-0.625994879,3.812029434,0.003626445,0.078839852
"ERR2984230.28034",-1.164738719,2.676291587,0.003647905,0.079177874
"SLC43A3",-0.769868435,3.679925085,0.003703505,0.080077489
"CDIP1",-0.581849546,4.801997081,0.003717988,0.080077489
"LOC107052502",0.765888513,2.105772909,0.003723697,0.080077489
"MRPS25",-0.607423595,4.90569639,0.003727639,0.080077489
"COMMD7",-0.943364467,3.887414583,0.003729831,0.080077489
"LOC107052777",1.174205458,0.111333915,0.003732474,0.080077489
"MRPS15",-0.823084794,5.233696212,0.003735619,0.080077489
"LOC112530227",1.424606563,-0.542237639,0.003742471,0.080077489
"CYP2C23a",1.091986301,9.527937065,0.003743614,0.080077489
"CSF2RA",0.699149533,2.922287797,0.003758968,0.080077489
"LOC107053656",1.023191161,2.0027146,0.003760226,0.080077489
"CASP1",-0.617751681,5.042745857,0.003761107,0.080077489
"MRPS22",-0.560900003,4.581122173,0.003787308,0.080322833
"PATL2",-1.025105203,1.011345964,0.003790417,0.080322833
"LOC112530040",-0.688252204,3.610692046,0.003790624,0.080322833
"ADAMTS13",1.026835759,4.441936929,0.003813682,0.080650974
"SUN1",0.540153227,5.556496852,0.003820935,0.080650974
"LOC423629",0.549929938,9.241886893,0.003829739,0.080650974
"KANSL3",-0.606842748,4.164774911,0.003834776,0.080650974
"MAN1A1",0.555211658,8.867121229,0.003847457,0.080650974
"PGP",-0.73741165,5.097282602,0.003852321,0.080650974
"SDHC",-0.630393156,5.825205962,0.003853838,0.080650974
"ATF4",-0.600684428,9.0218838,0.003854288,0.080650974
"POLB",-0.649914289,4.493698523,0.003877184,0.081003503
"NGEF",-0.632256976,6.313078037,0.003899471,0.081342242
"EIF2S1",-0.541278805,5.50952653,0.003920665,0.081657144
"UROD",-0.666367064,4.342095606,0.003934487,0.081817774
"SOT3A1L",0.639436716,6.753079044,0.003954712,0.08208919
"ATP5O",-0.609981719,7.039711307,0.003959798,0.08208919
"SMAGP",-1.238811735,2.161020675,0.003983279,0.082448328
"KIAA0355",0.856852746,3.164993305,0.004010571,0.082885132
"FOXM1",-0.638023934,2.954035299,0.004018023,0.082911193
"LOC107054613",1.279795624,5.226693407,0.004038148,0.083124085
"LOC112530429",-0.840142736,3.551053325,0.004040934,0.083124085
"SH3D19",0.577682445,5.916558399,0.004047582,0.083124085
"RRP7A",-0.713288583,3.697581952,0.004053168,0.083124085
"FRMD4B",0.549646787,4.796889909,0.004060308,0.083143187
"C5H14orf1",-0.93750225,7.271356383,0.004079944,0.083162263
"CIAPIN1",-0.474213301,5.501883509,0.004081037,0.083162263
"ZER1",0.54264308,4.906165201,0.004083149,0.083162263
"PBK",-0.938078544,0.690081427,0.004086079,0.083162263
"PLEKHM3",0.575913914,3.547680496,0.004102401,0.083367751
"RHOF",-0.506545161,6.028161094,0.004115245,0.083436457
"SARS2",-0.809476861,3.033077969,0.004120258,0.083436457
"KBTBD8",0.655620147,4.561582729,0.004124472,0.083436457
"C14H16orf91",-0.750219741,2.720945005,0.004137885,0.083581541
"VIL1",-1.084472961,0.87878312,0.004152184,0.083744038
"LOC112530097",-1.606172243,-0.563567637,0.004169225,0.0839613
"DLL4",0.594713588,3.86445229,0.004177526,0.084002154
"AAAS",-0.576661702,4.018111877,0.004191191,0.084042425
"FUS",-0.460482854,5.631614028,0.004197185,0.084042425
"BMS1",-0.619753171,4.412534755,0.004198356,0.084042425
"TIMM23B",-0.530614964,5.486067623,0.004211663,0.084182972
"GNL3",-0.496914043,5.673712549,0.004226284,0.084349328
"C1H12ORF45",-0.637392692,3.224802303,0.004238695,0.084471136
"LOC107053207",1.554126269,0.991987881,0.004257696,0.084723713
"NFIC",-0.554058044,4.528946376,0.004278355,0.084938702
"MRPS14",-0.570915887,4.87168157,0.004281341,0.084938702
"PMEPA1",-1.035430709,1.748757475,0.004287527,0.084938702
"DOCK5",0.887883441,3.111442816,0.00430228,0.085081725
"TENM2",1.537937436,0.560557235,0.004309274,0.085081725
"PDCD1LG2",0.813647127,2.793125231,0.004321913,0.085081725
"MOCS2",-1.110219893,5.46747873,0.004324912,0.085081725
"ZWILCH",-0.695885706,2.88862827,0.004331585,0.085081725
"NFX1",0.624095878,4.704602555,0.004332866,0.085081725
"SPATA13",0.732682759,7.698827839,0.00434603,0.085215276
"YWHAH",-0.818805582,3.778896145,0.00436637,0.085488924
"CXXC5",-0.576478035,3.695584804,0.004379247,0.085615873
"DRD1",0.749352521,2.239623353,0.004394554,0.085693082
"C6",0.740319249,6.609569209,0.004395994,0.085693082
"BNIP3L",0.554409918,6.870036577,0.00440751,0.085792698
"PGD",-0.48516692,4.853318874,0.004427091,0.086048771
"SORBS2",0.498117366,5.196765104,0.00443703,0.086116957
"MBP",0.657787004,5.274080054,0.004454239,0.086325864
"NDUFB8",-0.645378245,5.598757494,0.004463474,0.08637983
"ALS2CL",0.944005681,3.349141267,0.004471021,0.086401034
"PAM",0.518582036,6.183817,0.004488736,0.086551447
"LOC112530089",-1.471015617,0.058647533,0.004491731,0.086551447
"NELFA",0.759951118,5.346418702,0.004548151,0.087427779
"HIGD1A",-0.562699554,4.838793207,0.004550266,0.087427779
"NDUFA1",-0.88640195,5.372707113,0.004559039,0.087470842
"HBP1",0.790078979,5.078368979,0.004569702,0.087549999
"STARD5",-0.656290837,4.01367317,0.004577368,0.087571583
"YPEL5",0.507089982,4.730859176,0.004631165,0.088405136
"CDAN1",0.574987213,4.344008775,0.004637526,0.088405136
"COMMD4",-0.794297986,3.981526444,0.004649529,0.088405136
"AMD1",-0.722042355,5.392968752,0.00465796,0.088405136
"THUMPD1",-0.585162304,3.257065165,0.00466348,0.088405136
"AATF",-0.686499176,3.013115566,0.004663838,0.088405136
"PARP12",0.504312528,4.946639122,0.004667781,0.088405136
"PNKP",-0.980227863,1.369566216,0.004679613,0.088405136
"LEAP2",-0.769355339,6.944502864,0.004686213,0.088405136
"PSPH",0.714720645,12.11733314,0.004689081,0.088405136
"NBR1",0.59947207,7.294760724,0.004693552,0.088405136
"LAMA2",1.708637118,-0.454193969,0.004707856,0.088496133
"FRK",0.486819651,4.664939453,0.0047116,0.088496133
"TPI1",-0.614011305,8.084742947,0.004730633,0.088729175
"PAF1",-0.476258324,4.977566284,0.004742423,0.08875258
"SPCS2",-0.767347097,6.576059759,0.004745135,0.08875258
"CCDC124",-0.574113081,3.946669509,0.004756415,0.088839492
"SURF2",-0.894102649,3.176839741,0.004773063,0.088938909
"FAM46D",1.254261129,-0.463009973,0.004775021,0.088938909
"SARNP",-0.472675249,4.724980427,0.004790238,0.088988014
"MIR1723",-1.303947985,0.688682534,0.004790947,0.088988014
"ACSL1",0.70373633,7.761401553,0.004812733,0.089268861
"SELENOK",-0.688868335,5.483959001,0.004833526,0.089530546
"NOL12",-0.648019258,3.501982112,0.004866577,0.089907972
"LOC107054601",1.361833467,-0.072636159,0.00486733,0.089907972
"LOC107054317",-1.659909296,-0.221930271,0.004885437,0.090118144
"ASCC1",-0.604081436,3.247787473,0.004892296,0.090120535
"CFDP1",-0.654151188,4.236987434,0.004901698,0.090169698
"LIMK1",-0.935988097,3.6548744,0.004910147,0.090201219
"APLF",0.64537214,3.242457956,0.004934747,0.090408559
"HBA1",-1.236964627,6.703695397,0.004937849,0.090408559
"LOC107050883",-0.811686444,3.805381339,0.004941686,0.090408559
"PDZD3",-0.977082526,1.339453084,0.004950818,0.090414653
"CD82",0.583836802,6.227799371,0.004955522,0.090414653
"LOC107051614",-1.282860813,0.070563334,0.004966433,0.090465827
"CSNK2B",-1.426448904,-0.311094535,0.004986089,0.090465827
"CCT4",-0.573914834,6.714445321,0.004988752,0.090465827
"SLC35E3",-0.59114118,5.017252965,0.004989083,0.090465827
"TMEM214",-0.917557796,5.115400668,0.005008536,0.090465827
"CSTF2",-0.513952749,4.060604979,0.005013996,0.090465827
"ASB9",0.499549269,5.607483924,0.005018951,0.090465827
"MAPK8IP1",-0.809694656,2.227336252,0.005019161,0.090465827
"MYCBP2",0.557339874,5.38684585,0.005029647,0.090465827
"GLA",0.634855916,2.934153904,0.00502976,0.090465827
"LOC112532242",-1.724797784,-0.745451391,0.005040403,0.090465827
"RNPEP",-0.603654359,5.781833465,0.005045939,0.090465827
"SLC25A33",0.714393237,4.510875406,0.005046145,0.090465827
"TRIM23",0.734840195,3.186648753,0.005057921,0.090555722
"DDX19B",-0.483110877,5.945023423,0.00508162,0.090858552
"LOC107050393",-0.734339028,1.857207875,0.005108902,0.09122455
"LOC421515",1.251532544,2.541728504,0.005138909,0.091604432
"MIR1627",-0.934140738,0.760353808,0.005159015,0.091604432
"LOC107050181",-1.101689592,8.639874988,0.005159901,0.091604432
"SWT1",0.535322499,3.591566304,0.005160713,0.091604432
"DDX3X",0.611897564,8.993573117,0.005164378,0.091604432
"SLC31A1",0.597767905,8.372864572,0.005176073,0.091649755
"MYLKSML",-0.6870871,3.346452092,0.005183458,0.091649755
"RARS",-0.499195634,5.233097713,0.005188342,0.091649755
"HARS2",-0.692523871,3.188113399,0.005194307,0.091649755
"NOP56",-0.605411277,4.390804536,0.005236349,0.092269974
"LHX5",-1.114428341,2.765223959,0.005269543,0.092732871
"EBNA1BP2",-0.659015743,4.31304519,0.00528014,0.092797424
"RUFY3",0.605828683,4.947681728,0.005317074,0.093297189
"LOC107054934",1.064633133,0.474955504,0.00532251,0.093297189
"POLR1C",-0.663279268,3.966368382,0.005354776,0.093740085
"PTP4A2",-0.703749537,6.704174031,0.005416219,0.094691911
